Gene_Hugo_Symbol,Entrez_Gene_Id,r_value_spearman
PAX6,5080,0.25790105935361696
MDN1,23195,0.257914205034097
TSPAN9,10867,0.2579978938857121
GPBAR1,151306,0.2580149408469129
RNF5,6048,0.2580381962941002
DNAJC7,7266,0.25806141841541874
EID3,493861,0.2580869834411714
NXPE4,54827,0.2580979970804846
RP11-5A19.5,0,0.25815981045467074
CYP4V2,285440,0.258368954719011
RHBDD2,57414,0.2584496552510386
UBE2M,9040,0.2584574831118527
NUTM2G,441457,0.25852006994063237
PDDC1,347862,0.25852500712216664
XRCC1,7515,0.2585457343618172
MDM1,56890,0.25856727751746406
SHD,56961,0.2585873641733755
GPR156,165829,0.25863849268693695
CD109,135228,0.25884923994353043
STX4,6810,0.2588882494895915
TRIP10,9322,0.25895946173640755
OPRK1,4986,0.25896846502638265
FES,2242,0.2589718964632813
OSTN,344901,0.25899697386321674
PI4KB,5298,0.2590358658127951
TRIM22,10346,0.25916054392848964
ZNF83,55769,0.25916852866465273
SH3GL1,6455,0.25918274204514274
AP000889.3,0,0.2592319680244439
COL16A1,1307,0.2592450304918389
GPR162,27239,0.25937665201520027
LRRC23,10233,0.25938287917191055
BCKDK,10295,0.25938738806106615
UFM1,51569,0.2594711685397647
RANBP3L,202151,0.25948516112400993
CUL5,8065,0.25950568425798615
GJA5,2702,0.25957589882848225
DGKA,1606,0.259606149132476
RNF207,388591,0.2596292383056383
ARIH1,25820,0.25963293936773324
ZNF28,7576,0.259637326238752
ICMT,23463,0.259638256409517
DNAJB2,3300,0.2596578944748625
TEKT5,146279,0.25971468490080096
SPATA12,353324,0.259798272092056
POLR2A,5430,0.25982947227112113
TBC1D3B,414059,0.2598497218756
LIPF,8513,0.2598735891513967
RAB11FIP4,84440,0.25990872237279516
SLC23A1,9963,0.25992268358154363
FAM83B,222584,0.2599798289816297
MAP3K2,10746,0.2599923139049295
SCCPDH,51097,0.2599923244052855
SMTNL1,219537,0.2600374615780033
DES,1674,0.26009700841595473
PHLDA3,23612,0.26013018886653
EFHD2,79180,0.2601700218525103
SCXA,642658,0.260182518011216
PLIN4,729359,0.2602055521202734
AP001468.1,0,0.26039865543965274
NUDT3,11165,0.2604026550213641
HAS1,3036,0.26043317485472794
GID4,79018,0.26047271810649564
SNRNP25,79622,0.2604904781834203
WDR24,84219,0.2606481497369054
ARRDC4,91947,0.2606575942920889
KLF6,1316,0.26068263525101104
TNFRSF11A,8792,0.26068581428486504
GNA14,9630,0.26074010225647737
LMF1,64788,0.26076095792734383
SESN3,143686,0.26077141343798477
ZBTB25,7597,0.26089880691278206
TM9SF1,10548,0.26091866745082265
GADD45GIP1,90480,0.26093014437746526
CEACAM6,4680,0.26096249099789826
ASB1,51665,0.2610199711581813
KHDC1,80759,0.26104813895399415
CACNA1G,8913,0.26105334009492287
GOLT1A,127845,0.26107109031294434
EEF2,1938,0.2610983236305675
E4F1,1877,0.2611504744358398
FLYWCH1,84256,0.2611682246307266
C6orf120,387263,0.2612623653216417
PNISR,25957,0.26126840052678724
ADAMTS13,11093,0.26130387869457317
FAM90A1,55138,0.261385483571537
PPP2R4,5524,0.26154622460548926
AGPS,8540,0.2616090518928172
WAS,7454,0.26161199659326906
ASPHD1,253982,0.26162972281454366
KIF6,221458,0.2616337715568989
TGM6,343641,0.26168270011866307
SEC31B,25956,0.2617120903624008
RPL12,6136,0.261780105014028
DCAF17,80067,0.26187960204109306
CREBZF,58487,0.26190877466755486
CUTC,51076,0.26192252811061806
THOC3,84321,0.26194078304410545
CPEB2,132864,0.2619659515070029
NBPF24,0,0.2619888097194163
CARD6,84674,0.26200254770172604
WISP1,8840,0.2620431295326833
METTL22,79091,0.2621816482840288
FLOT1,10211,0.26222735454417984
CR1,1378,0.2622415469142408
BTBD6,90135,0.26225098266350594
CACNA1C,775,0.2622970509318746
PARG,8505,0.2622978869529088
CTC-360G5.1,0,0.2623726889975766
XCL2,6846,0.26240215146712775
PRDM14,63978,0.26244450739531106
CDRT1,374286,0.26244469472739457
NAPB,63908,0.2625207238689621
CAPS,828,0.2625399195228396
ELF5,2001,0.26254622292657165
NAALAD2,10003,0.2626003127429817
DBT,1629,0.26261413540341944
CCDC142,84865,0.26265731699652584
PGBD2,267002,0.26266362806685917
SPATC1,375686,0.2626839875233094
CLEC4M,10332,0.26271651223009784
MSL1,339287,0.2627961746679046
NDUFS5,4725,0.26281901626049947
DKKL1,27120,0.2628229756987801
ZNF687,57592,0.26283175220743077
IFI44L,10964,0.2628596141035239
TYK2,7297,0.2629303188348578
TNNI3K,51086,0.26293290268676445
CENPT,80152,0.2629581591968103
ACVR2A,92,0.26296448144039997
STOX1,219736,0.2629860000581157
CKAP4,10970,0.2630175809395715
ANKRD18A,253650,0.26302014619107233
S100G,795,0.26303900937598756
AC007401.2,0,0.2630955051810749
PSMD4,5710,0.26321870353613364
PURB,5814,0.2632362942081013
HSD3B1,3283,0.2632665515311991
EFNA3,1944,0.2634005763688761
ANKRD20A1,84210,0.26341292736564187
ABCA7,10347,0.26353331091791155
NPM1,4869,0.26357524105145547
FIBIN,387758,0.26358003968731897
CCDC18,343099,0.2637798119102846
C7orf26,79034,0.26379682834387363
CDKN2AIPNL,91368,0.2638205113535665
SOHLH1,402381,0.2638293689797751
DLST,1743,0.26386159334061027
ESCO1,114799,0.2639252535066318
PCDHGA7,56108,0.26393025297045786
NNT,23530,0.2639732923223411
AC062017.1,0,0.264023629158583
INO80B,83444,0.2640770744871014
DEFA1,1667,0.2640907473472081
C3orf62,375341,0.26411106581605187
GNB2L1,10399,0.26414278576360795
EBLN2,55096,0.2641817573536062
REST,5978,0.26421846966733703
PTN,5764,0.26422207882602605
COX17,10063,0.26422892112685054
DCTD,1635,0.26424084472053827
SULT1A3,6818,0.26431178683064754
SGSM2,9905,0.26431591571780505
CCDC179,100500938,0.26435568952524496
CCL4L1,9560,0.264366160055092
BANF1,8815,0.2645045106872251
MRC2,9902,0.26452434323831797
MT1HL1,645745,0.2645640947719532
MRGPRG,386746,0.2645640947719532
PNLDC1,154197,0.2645822828128807
SLC38A1,81539,0.2646486487250202
CKMT1A,1159,0.26465291686306364
FAM214B,80256,0.2648472111796664
CHSY3,337876,0.2648492892001881
SEC24A,10802,0.2648944601296866
ULBP3,79465,0.26500120870241517
ANKRD49,54851,0.26500756691688415
ARGLU1,55082,0.2650625562193652
NDUFB3,4709,0.26511058472200316
ISY1-RAB43,100534599,0.2651233160390827
CD248,57124,0.26517134623702976
EID2,163126,0.26517228426033074
TTC34,100287898,0.26521300609961096
RAD1,5810,0.2652767212427913
RAMP3,10268,0.2653041626521263
RHOXF1,158800,0.26532534691118864
TPM4,7171,0.26533749975322507
DSCAML1,57453,0.2655124390728925
CAMKMT,79823,0.2655180044174463
HTRA3,94031,0.2656419007837523
CDKN2A,1029,0.265645261995101
C2orf40,84417,0.2656467652807489
OLFM2,93145,0.26568691024157853
AP5B1,91056,0.2656996710739502
LMBR1L,55716,0.26570117931624965
C2orf81,388963,0.2657094149204029
OTOGL,283310,0.26578751480218216
ARMC1,55156,0.2657972483302485
ZNF284,342909,0.26585805280976366
VARS2,57176,0.26587873822826713
SLC43A1,8501,0.2658805453717471
TBC1D22A,25771,0.26588641991713147
AP006621.5,0,0.2658917955526075
TRIM13,10206,0.26591373371991683
OSBPL7,114881,0.26597022094140255
FRMD6,122786,0.266035878177623
C14orf80,283643,0.26605196207983556
PDE1C,5137,0.2660583504188825
HERC3,8916,0.2661687361174896
DCUN1D2,55208,0.2661830852163041
SAMSN1,64092,0.26618635957697234
NR1I3,9970,0.26622955736306103
TFAP2E,339488,0.26628085801444995
CTD-2207O23.12,0,0.2663367484870556
ZNF517,340385,0.26638645992853555
HLA-B,3106,0.266402500364063
SYNM,23336,0.26641371814950615
LPCAT2,54947,0.2664344995114
ELL,8178,0.26652257475507385
CCDC101,112869,0.2665801964133326
GOLGB1,2804,0.2666522636379333
OTX1,5013,0.2666890791664596
RP11-192H23.4,0,0.2667355242256231
H3F3B,3020,0.2667756989704481
ZNF22,7570,0.266876476364805
BARHL1,56751,0.2668999100879424
C4orf48,401115,0.26694844031616327
GOLPH3,64083,0.2669536381318997
NDOR1,27158,0.2669564876689341
FGG,2266,0.2669884262594247
OSGEPL1,64172,0.266991691514907
RP11-468E2.4,0,0.2670092942483307
ARL5B,221079,0.2670701558752584
STRA13,201254,0.26708298499305483
ZNF772,400720,0.2671357894231231
C17orf72,92340,0.2672173674799169
FERMT2,10979,0.26732150217079914
PCDH15,65217,0.26736163007089664
ARCN1,372,0.2673703311919979
ARPC4-TTLL3,10093,0.2673759546568039
HRG,3273,0.2673955750035052
CYTH4,27128,0.26739662872784903
ANGPTL2,23452,0.26741281860907445
ZNF630,57232,0.26744968332682223
CLMP,79827,0.26750552423852214
TBL1XR1,79718,0.2675718373009845
COQ4,51117,0.26767058338397076
RAB3IL1,5866,0.2677087838653508
REEP1,65055,0.2677104873857989
ZNF599,148103,0.26780825702047045
DNAJC25-GNG10,552891,0.2678640033822329
FBN1,2200,0.267912024587015
MTHFD2L,441024,0.26791546589817483
BMPR1A,657,0.2679481216737051
POLD2,5425,0.2680553705046089
FOXF2,2295,0.26808827421700854
ZNF7,7553,0.2681209927328805
ZEB2,9839,0.26812395185999444
FOXI1,2299,0.2681281838678162
PRDX5,25824,0.2681368337643584
ZNF677,342926,0.2682019030718181
ENPP7,339221,0.2682050257619092
SERINC5,256987,0.2682165329746866
OXA1L,5018,0.2683296148115433
SAMM50,25813,0.2683348554716587
DNASE1L2,1775,0.26835886845012247
TKT,7086,0.2683835141807103
NR1D1,9572,0.26839400633944865
TMEM63C,57156,0.2684022197700881
FABP3,2170,0.2684180197121092
SRGN,5552,0.26852051973258595
HAVCR1,26762,0.26853235242066553
PCDHGA4,56111,0.26853519899651657
CCDC80,151887,0.26854920040340013
MARCH7,64844,0.2685749967076326
SRCRB4D,136853,0.26859435292027145
WDR90,197335,0.2686312673979105
ACADM,34,0.26864954852201084
LRFN4,78999,0.2686534924868693
SIAH3,283514,0.2687379198255051
CPA6,57094,0.2687503313136486
UBB,7314,0.26877049862561425
AAK1,22848,0.2688889984206739
BNIP1,662,0.2689065546497563
RAI1,10743,0.2689065546497563
RP11-603J24.9,0,0.268914407030255
C18orf63,644041,0.26891933543942825
NEURL2,140825,0.2689675086645431
GPS1,2873,0.2689941880037815
FAM57A,79850,0.2690460228355158
NFATC2IP,84901,0.2691199155268259
TTPAL,79183,0.2691762651936575
LRTOMT,220074,0.2692778752487531
NOXA1,10811,0.26938501262784703
SOX5,6660,0.26940442659683844
LRRC25,126364,0.26947834382774993
GABRQ,0,0.26949058406742965
CASC1,55259,0.26950320621221435
ARIH2OS,646450,0.2695180231799479
PMS2,5395,0.269576287471176
STARD7,56910,0.26958005495026205
IMPA2,3613,0.26966778348526577
SAP30BP,29115,0.2696696697474901
SSBP4,170463,0.2696929229625717
CDK17,5128,0.2697055602236663
CCDC121,79635,0.2697341581847248
GJB4,127534,0.2697701468417133
PP13439,0,0.269823482651573
CXCL9,4283,0.26988090695735906
SEC16B,89866,0.2699262752856561
KIAA0125,9834,0.2699457254598405
RBMS1,5937,0.2699735779937685
CST2,1470,0.2699834322578177
RPAIN,84268,0.2700307438727085
FAM78B,149297,0.270063879061596
AP1G2,8906,0.27010086455331417
TTPA,7274,0.2701842884223098
BCMO1,53630,0.27025144703871784
TSEN34,79042,0.27027936295213717
FAM203B,728071,0.2702870096689855
ADAMTS5,11096,0.2703260817365413
YY1,7528,0.27037482260771
TDRD12,91646,0.2704093736807311
SLC39A3,29985,0.2705851280744525
LIN9,286826,0.27061620479323756
SGCA,6442,0.27062920549920005
SLC17A2,10246,0.27078799595413866
CHRM4,1132,0.27081282461966905
TMPRSS11F,389208,0.2708223068752645
FBXO42,54455,0.2709665019710399
GRID2,2895,0.27099561586196763
MAP3K13,9175,0.27101909610213504
CACNB3,784,0.27102197678046686
TNRC6A,27327,0.27105901638839497
TEF,7008,0.27105945665685177
TMEM68,137695,0.27107001516471374
TIAM1,7074,0.2710920070458378
TRIM35,23087,0.27110054313837334
PDLIM5,10611,0.27110054407676765
C10orf68,0,0.27112050333797605
CLLU1OS,574016,0.27113139303621453
IHH,3549,0.271151224676553
OXLD1,339229,0.2712601167957272
CACNG8,59283,0.27127076556813684
AWAT1,158833,0.2712738700237567
ACN9,57001,0.27129065297311755
ZNF628,89887,0.27134314745702853
FAM215A,0,0.27135083076565214
PKLR,5313,0.271355786145462
C21orf58,54058,0.27140010092583716
THUMPD3,25917,0.27142276224317585
TMEM80,283232,0.2714323467930102
HINT2,84681,0.27144539297325554
HMOX1,3162,0.2714982110621192
POF1B,79983,0.2714982116883623
ABCC3,8714,0.27153733841961997
AL117190.2,0,0.27163657588294754
ATP6V0C,527,0.2716595009550729
SLC9A4,389015,0.2716621370213188
NUTM2F,54754,0.27173342977600917
NBPF9,25832,0.27178403806522916
CHP1,11261,0.2718801037563647
HAPLN4,404037,0.2719195031191712
E2F1,1869,0.2719435172850156
BCAN,63827,0.27212910042745303
FLJ30594,0,0.2721895792508794
ARHGAP27,201176,0.27220327710982783
ZNF134,7693,0.27225118320489416
EEF1D,1936,0.2722730664512187
C1orf147,0,0.27229925723027104
RND1,27289,0.27233000384172107
ATG10,83734,0.27233184862242793
PPP4R2,151987,0.27233858696033214
PIR,8544,0.2723496218818561
BMI1,648,0.27244775433795365
VNN1,8876,0.27247838742433605
LARP7,51574,0.27248270686876064
CLPSL2,389383,0.2725256770180251
KBTBD6,89890,0.27261155958137456
COL18A1,80781,0.2726312004195164
ZMAT3,64393,0.27264212504329793
RAB8B,51762,0.2726639445856209
CYB5R2,51700,0.27267051038391604
RPL7,6129,0.27277531560800455
LYRM5,144363,0.27280588484602275
PBX4,80714,0.27282115332443213
SRMS,6725,0.2728780868729062
GLS,2744,0.2729128638678067
CKMT2,1160,0.272941233687102
CARHSP1,23589,0.27303305076101353
PTPRB,5787,0.27304164191093244
ZFX,7543,0.27309189005372303
SRRM2,23524,0.27310500559896955
SLC25A19,60386,0.27310722521137587
VSTM2A,222008,0.2731087076689089
C1orf159,54991,0.273124688605846
SMG1,23049,0.2731573765767686
USH1C,10083,0.273157610251245
LYVE1,10894,0.27335158364571743
OR6K3,391114,0.27337874970172893
DLEC1,9940,0.2733799131619475
TDO2,6999,0.2733864771417595
GGA2,23062,0.27338665200535095
HSPB6,126393,0.2734301837743515
AP5Z1,9907,0.27348724200588026
GAPT,202309,0.2735873977207433
AL049840.1,0,0.2736354250002519
AL358333.1,0,0.27372087942355977
ITGA8,8516,0.2737554950933728
CSGALNACT2,55454,0.27375576985058375
NID2,22795,0.27379694553837286
PLXNA3,55558,0.2738015207601445
SLC17A9,63910,0.273879845666115
SPRR1A,6698,0.27418241595480464
NEK9,91754,0.27420596903716177
PCDHA6,56142,0.27421257880905037
RELL1,768211,0.27427762272268247
PTPN6,5777,0.27429271338681016
MED29,55588,0.2743218242460326
TBX19,9095,0.27433840833773593
COX11,1353,0.2743651976454703
TUBGCP6,85378,0.27446742468241797
HEPH,9843,0.2745418393811907
RSPH9,221421,0.27455453660214263
SIRT6,51548,0.27466430991672236
RP11-795F19.5,0,0.27468780145950605
PLP2,5355,0.2747825986346641
FKBP8,23770,0.2748474918410222
COL3A1,1281,0.2749165647026435
SND1,27044,0.27494653955472825
TDRP,157695,0.27497599255961847
ABCA10,10349,0.275154892013238
GINM1,116254,0.2752042544736648
C17orf85,55421,0.27522517311469563
GGPS1,9453,0.2752300196928236
FREM3,166752,0.27529353109597476
GGT6,124975,0.2753362180360572
SLC1A1,6505,0.27536684556941676
FBXO6,26270,0.27549354750035704
STX12,23673,0.27557221384938985
MUT,4594,0.2755754372081175
ERCC1,2067,0.27559694509671295
KIAA0907,22889,0.27570553628704175
RGPD3,653489,0.2757709702954368
BGN,633,0.27578588800129816
SRP72,6731,0.2759051620527759
SPATA5L1,79029,0.27601452536872345
PLEKHA1,59338,0.276117969162784
CHCHD3,54927,0.27616371232024395
COBLL1,22837,0.2762671153800745
MAN2A1,4124,0.276284509176066
KHK,3795,0.2762927268714817
PAPSS1,9061,0.27631517296338487
AL807752.1,0,0.27641196379206495
RILPL2,196383,0.27652980969821883
WBSCR17,64409,0.2765303446845714
MIER3,166968,0.2765313555640141
BTRC,8945,0.2765456463176803
KIN,22944,0.2765727559253368
ORC4,5000,0.27665962658831517
BDP1,55814,0.2767782094959906
SULT1A4,6818,0.2767863596276946
EVI5,7813,0.2768166550289877
MAP6,4135,0.27683995749584034
PDE3A,5139,0.27692123086462356
HNRNPA1,3178,0.2769393831245104
C9orf66,157983,0.2769652056921007
NPIPA1,9284,0.27703725060227236
ANKRD20A4,441425,0.27707332858166756
FAM104B,90736,0.277102647899523
SYNCRIP,10492,0.2771718396256108
ZFPL1,7542,0.277195853668668
TOMM20L,387990,0.2772433702318827
BRMS1,25855,0.2772598551799163
PXMP2,5827,0.2772867076559743
CLDN10,9071,0.277289535929417
CCDC3,83643,0.27732424157984853
CINP,51550,0.2773266759524088
ANGEL1,23357,0.27735595687583414
MIS12,79003,0.2773747334123563
KIF5B,3799,0.2773761219052225
RP11-812E19.9,0,0.27745033222062804
MMP23B,8510,0.277566996766172
FAM86B1,85002,0.27765237052339486
PLA2G6,8398,0.27767238094279134
RAB23,51715,0.2777244141336794
SPARC,6678,0.2777551036272994
CT45A5,441521,0.27789930502512533
MYOM1,8736,0.2779258871565401
ORC2,4999,0.2779272598900176
GARS,2617,0.27802337132855026
MAGEF1,64110,0.27810482606198295
GABRE,2564,0.2781086415981099
BTBD19,149478,0.2781299524564184
SULT1E1,6783,0.27814601473194606
TEX28,1527,0.27817005351967455
TMEM121,80757,0.27821137828920045
C4orf27,54969,0.2783329358718648
PPP1R7,5510,0.27837578216021336
NPAS4,266743,0.27853609891213943
RAB33B,83452,0.2786145075908413
EHHADH,1962,0.27877317995289447
AMT,275,0.27887432166354514
TNK2,10188,0.278879869671825
RNMT,8731,0.278946874278561
CEP85L,387119,0.27894800120449853
TMEM240,339453,0.2789921243424519
ZNF606,80095,0.2790211834351989
ARL5A,26225,0.279108315928998
CHTOP,26097,0.27913124027813213
EXOSC9,5393,0.2791446448997045
CA12,771,0.27919988602525114
OR1L8,138881,0.2792427038919149
SFXN2,118980,0.279301571108214
MYH6,4624,0.2793212558504606
YTHDC1,91746,0.27933403934477974
CHAF1A,10036,0.2795350296661934
PRSS21,10942,0.27958796560032273
SARNP,84324,0.27965979562342214
ARL10,285598,0.27976176253594814
CCDC134,79879,0.2797636235459342
DIRC2,84925,0.27980494568731984
MAST3,23031,0.2798395562922063
AP1AR,55435,0.27985201717645286
KIAA1407,57577,0.27985495769661567
C10orf32,119032,0.27993755071918386
NUP85,79902,0.2799461985456675
CXXC1,30827,0.27998463749970903
ZNF143,7702,0.2800240376806539
KIR2DL1,3802,0.28007248622210273
AAMDC,28971,0.2801834971907776
DUSP6,1848,0.2802218916828831
GLI4,2738,0.28033342149383955
ACBD4,79777,0.2803612634804218
IL9R,3581,0.2803630604010975
JUP,3728,0.2803650872438991
PRSS56,646960,0.2804024065691743
ALPK2,115701,0.2804641064594047
FGF22,27006,0.28051974886613606
DDTL,100037417,0.2805408138689533
UNC45A,55898,0.28056603522711276
PCDHB7,56129,0.28060612011690816
BNC2,54796,0.28064066852367686
TCTN1,79600,0.2806929040880033
FAAH2,158584,0.28073589374640256
MUM1,84939,0.28074179065968313
AOX1,316,0.28074346431022995
IL10,3586,0.2808365549348484
RGPD8,84220,0.280839516926542
RIOK2,55781,0.2808724288230866
NKTR,4820,0.2808732407896633
MSH5,4439,0.2809107506363159
SLC52A3,113278,0.2809647355986075
TTLL6,284076,0.28098858969450685
C1orf141,400757,0.28100040942552923
ACTR3C,653857,0.281002274097032
GALNT2,2590,0.2810375951333329
ZFYVE16,9765,0.28133785123187216
EFEMP1,2202,0.28137759589523
MID2,11043,0.28149091004539345
HAUS5,23354,0.2815561962901862
HSPB1,3315,0.28156462413388234
IGFBP3,3486,0.2815734499754731
RABEP2,79874,0.2815991198557046
IPMK,253430,0.28167187157175494
ZNF223,7766,0.28170705746424773
ADPRHL2,54936,0.28183631019846406
HSD17B11,51170,0.2818400192169109
DPT,1805,0.2819028878093611
DUSP1,1843,0.28194414500557774
C7orf25,79020,0.28196013304468354
PLD2,5338,0.28196752940190317
LGMN,5641,0.28197430120034556
MAGEC1,9947,0.2819757274893262
SPRR1B,6699,0.2820149773901301
DSTYK,25778,0.2820297310457959
LSM6,11157,0.2821092110709801
CELA2A,63036,0.2821442346482884
SP8,221833,0.2821624689867028
KCNS3,3790,0.28216276755566083
DNLZ,728489,0.2821769100412742
EFCAB6,64800,0.28218796555615766
LCNL1,401562,0.2821961065047262
AHDC1,27245,0.2822077048707849
TBX5,6910,0.28228033726514007
HRSP12,10247,0.28232101264236775
COL5A1,1289,0.2823252576029367
DKK2,27123,0.28236226654140156
CACYBP,27101,0.2824128708117106
PAFAH2,5051,0.2824301159899888
SSR1,6745,0.2825366439743777
ZFAND3,60685,0.2826295828963697
ASB8,140461,0.2826421260031717
HBB,3043,0.28266141626992436
COLGALT1,79709,0.28275332044564827
ADAT3,113179,0.282753818403121
N6AMT1,29104,0.28297627184099006
TRAM1,23471,0.2830229622656059
AKAP12,9590,0.283052395293018
USB1,79650,0.28315397612029575
C4BPB,725,0.2831648011585893
ETV5,2119,0.2831756412852872
CSNK2A2,1459,0.2831852042858383
CNOT6L,246175,0.2832268630202758
RND2,8153,0.2832512914061005
NUDT16L1,84309,0.283260462538072
MYO5A,4644,0.28332252481624387
KDM6A,7403,0.28332612801100837
C19orf48,84798,0.2834566240753194
TTC24,164118,0.283481017953398
TUBB4B,10383,0.2834842401529761
CBLN3,643866,0.28348782479227697
SPATA22,84690,0.2835031867989881
MSI1,4440,0.28359785827081857
SPESP1,246777,0.28360789620146104
CCDC150,284992,0.2836078971827715
PARP15,165631,0.28368351550980847
HMBS,3145,0.2837172475430703
FAM98B,283742,0.28375522490317767
TMEM30A,55754,0.28375722417552646
STK17B,9262,0.2837724256266429
SLC16A10,117247,0.2838788694653982
ZNF584,201514,0.2838987126090983
DEDD2,162989,0.28390939887612393
WNK2,65268,0.2839236410296484
SSB,6741,0.283933134782664
PPP1R16A,84988,0.2840051972598662
PCDHAC1,56135,0.2840537944284342
MIP,4284,0.28405649134749134
CHRND,1144,0.28416057525429156
HAS2,3037,0.2842461649269595
ATG14,22863,0.28430053935989524
POLN,353497,0.2843212633998764
CTD-3214H19.16,0,0.2843882345667658
VSTM2L,128434,0.2844208561862163
SIRPB2,284759,0.28449290730788396
PPBP,5473,0.28451218441030357
ITGAX,3687,0.28452043642632613
CTXN1,404217,0.28453430027171284
NLRP3,114548,0.28461649427690167
C9orf129,445577,0.2846327502470097
KIAA1257,57501,0.2847195543603534
ZNF572,137209,0.28478125182913805
ERBB2IP,55914,0.28479462452353876
C3orf65,0,0.2847958359526669
RBAK,57786,0.2848051106755669
TPPP2,122664,0.2848348707010036
RGS5,8490,0.28487380840526444
ZNF195,7748,0.2849147252867632
IMPDH1,3614,0.2849869147078729
DENND4B,9909,0.28502125485248797
WDR81,124997,0.2850864556602525
TTC14,151613,0.28510014890244484
OSM,5008,0.28512426469980245
AKAP17A,8227,0.28512744140641383
RSPH1,89765,0.2851311116533893
MIIP,60672,0.28516535382186514
ZNF415,55786,0.2851755894982484
FAM72C,0,0.28524086390660125
ZC3HAV1,56829,0.2852646073677883
MRPS26,64949,0.28531284178915695
PER1,5187,0.2853369197854158
TOLLIP,54472,0.28534711730756956
CENPC,1060,0.2853608763221659
SSC5D,284297,0.2854055611583346
MBLAC2,153364,0.28547759721725313
TAZ,6901,0.28552216043910955
COL6A3,1293,0.2856147964328677
SMARCA5,8467,0.2856559465197695
THNSL1,79896,0.2856799796083777
BET1,10282,0.2857211521107678
IGFLR1,79713,0.2857520233287178
VKORC1L1,154807,0.2857692037888791
DDX5,1655,0.28580353710111495
PAQR4,124222,0.28581378438891836
KIAA0247,9766,0.2859271694283743
SLC7A14,57709,0.2859762214445834
PNPLA5,150379,0.28610396764383456
KAT5,10524,0.28611594371811777
C13orf35,400165,0.2861924178984574
THEG,51298,0.2863021163936839
IDI2,91734,0.2865414925883477
PTRHD1,391356,0.2865617877019866
FMNL1,752,0.2866681143896041
FOXJ2,55810,0.2867027266133424
SH3BP2,6452,0.28672992143421305
WDR5B,54554,0.2868464667979539
DHRS11,79154,0.28684665939712106
CPNE1,8904,0.2868537544534795
MICAL3,57553,0.286856703812214
CRMP1,1400,0.28685670579741257
STARD8,9754,0.28691496778437997
C21orf59,56683,0.2869565247195389
GORAB,92344,0.28698410475946223
PIGR,5284,0.28707973632609113
DPP7,29952,0.2870904361454772
DSCR8,84677,0.2871354645283123
C2orf71,388939,0.2871455590404361
ACOT8,10005,0.2872176920962924
DLL4,54567,0.28729945538007445
ACAD9,28976,0.2873348712169723
JMJD4,65094,0.2873612925785814
SSTR1,6751,0.2874093372042517
KCNH5,27133,0.2874815210358588
NAA30,122830,0.287523125428367
SMC1B,27127,0.2875435645703286
C12orf60,144608,0.28754684878065506
TMEM123,114908,0.28755375125408833
MAP4K5,11183,0.28761168750716853
NOSIP,51070,0.2876327348560456
DDR2,4921,0.287783090045205
DOK3,79930,0.28781073690662184
ENDOD1,23052,0.28783839970933744
SECTM1,6398,0.28797233703702174
ZMAT2,153527,0.2880630858743995
TTC33,23548,0.2881193113057405
UCK1,83549,0.2882092952632502
ATP2A2,488,0.2882638358437785
HDAC3,8841,0.2884203948043625
NUDT19,390916,0.28844906692921934
C7orf13,0,0.2884869635507711
ZFAND1,79752,0.2885035671168637
BLOC1S4,55330,0.28852160906770824
VEGFC,7424,0.28852388164791815
ZNF485,220992,0.28852758306351456
FAM134B,54463,0.2885275923826325
STAB1,23166,0.2885478952876724
C16orf58,64755,0.2886486527302175
NRIP3,56675,0.28865088132174244
NARFL,64428,0.2886652422645751
PLA2R1,22925,0.2887474521415308
STX11,8676,0.28878909539422964
UBXN6,80700,0.2888130877806346
ZSCAN16,80345,0.28882271835404877
ZNF580,51157,0.28889849775452836
ATAD2B,54454,0.2889017000920398
ABHD4,63874,0.2889161411633854
SAFB2,9667,0.288924164401358
RDH14,57665,0.28910511186285803
AREGB,374,0.2891740440457923
LYPD8,0,0.28921990324116165
SH3TC1,54436,0.28924806479960785
CRELD1,78987,0.28926195459503845
BIRC3,330,0.28940543689124537
PCDHGA5,56110,0.28943702565087903
KCNK6,9424,0.2894642083219589
TSR3,115939,0.2895653677338664
MST1,4485,0.2895943908958832
PYCR2,29920,0.2896134304312841
BTNL9,153579,0.2897555352768839
C6orf123,0,0.28980112288746473
CMTM7,112616,0.28987247741347116
KRTAP5-11,440051,0.2898838197789742
INO80E,283899,0.29001032909822605
HPS4,89781,0.2901304355105339
JAKMIP2,9832,0.29014673448551764
IFITM2,10581,0.29018855342078204
COL5A3,50509,0.29021491250713216
CANX,821,0.29037916420342147
PANK4,55229,0.29038457128558065
OTX2,5015,0.29040008739750833
LIMK1,3984,0.2904357019251538
ZNF490,57474,0.29043570460601126
ZNF391,346157,0.2904899189058389
MEF2BNB,729991,0.29055272326497084
GALNT18,374378,0.290637909501393
ARL16,339231,0.2906418143246163
SLC35B4,84912,0.29070298731331834
EGR2,1959,0.29072224356511717
LTN1,26046,0.29075054782799353
SIGLEC9,27180,0.2907580009054657
DPH1,1801,0.2908278510008258
GALNT7,51809,0.2908527497182765
CARD9,64170,0.2908571312307
ZNF683,257101,0.29088027661720217
LDLRAD2,401944,0.2908920758206033
METTL10,399818,0.29091695369469267
RAB3GAP1,22930,0.2909270001046644
XAF1,54739,0.2909601806042557
PTOV1,53635,0.2909969005381187
TRIM66,9866,0.2910042748661563
